"Alomomola","https://static.wikia.nocookie.net/espokemon/images/5/5e/Alomomola.png/revision/latest/scale-to-width-down/350?cb=20151017015435","Tipo agua","","Hidratación","Alma cura","Alomomola es un Pokémon de tipo agua introducido en la quinta generación."
"Altaria","https://static.wikia.nocookie.net/espokemon/images/2/24/Altaria.png/revision/latest/scale-to-width-down/350?cb=20141102005820","Tipo dragón","Tipo volador","Cura natural","","Altaria es un Pokémon de tipo dragón/volador introducido en la tercera generación. Es la evolución de Swablu, a partir de Pokémon Rubí Omega y Pokémon Zafiro Alfa puede megaevolucionar en Mega-Altaria."
"Amaura","https://static.wikia.nocookie.net/espokemon/images/6/66/Amaura.png/revision/latest/scale-to-width-down/350?cb=20150301005001","Tipo roca","Tipo hielo","Piel helada","","Amaura es un Pokémon de tipo roca/hielo introducido en la sexta generación. Se trata de un Pokémon revivido a partir del fósil aleta."
"Ambipom","https://static.wikia.nocookie.net/espokemon/images/5/56/Ambipom.png/revision/latest/scale-to-width-down/350?cb=20170615171727","Tipo normal","","Experto","Recogida","Su nombre proviene del prefijo ambi (dos, o los dos) o ambidexterous (ambidiestro) y palm (palma en inglés) haciendo referencia a sus colas que tienen una terminación en forma de la palma de una mano."
"Amoonguss","https://static.wikia.nocookie.net/espokemon/images/0/0a/Amoonguss.png/revision/latest/scale-to-width-down/350?cb=20160922223405","Tipo planta","Tipo veneno","Efecto espora","","Al igual que su preevolución Foongus, Amoonguss está basado tanto en una Amanita muscaria como en una Poké Ball. Sin embargo, ahora también tiene brazos terminados en unos apéndices redondeados con el patrón de una Poké Ball, al igual que su sombrero."
"Ampharos","https://static.wikia.nocookie.net/espokemon/images/f/f5/Ampharos.png/revision/latest/scale-to-width-down/350?cb=20150621184738","Tipo eléctrico","","Electricidad estática","","Su nombre proviene de la palabra inglesa ampere (amperio en español, la unidad de intensidad de corriente eléctrica) y de la palabra del griego antiguo pharos (faro)."
"Anorith","https://static.wikia.nocookie.net/espokemon/images/e/e6/Anorith.png/revision/latest/scale-to-width-down/350?cb=20170615172212","Tipo roca","Tipo bicho","Armad. bat.","","Anorith es un Pokémon de tipo roca/bicho introducido en la tercera generación. Se trata de un Pokémon fósil que solo se puede obtener reviviéndolo a partir de un fósil garra y es la contraparte de Lileep."
"Appletun","https://static.wikia.nocookie.net/espokemon/images/e/e5/Appletun.png/revision/latest/scale-to-width-down/350?cb=20200207162153","Tipo planta","Tipo dragón","Gula","","Appletun está basado en un dragón cuadrúpedo y en una tarta de manzana. Si bien toma su coloro de las manzanas verdes, tiene un pedazo rojo, cual casco. Sus ojos, que aparentan ser orejas caídas, pueden verse cuando Appletun los levanta. Su cuerpo está recubierto de néctar dulce. La piel de su espalda es tan dulce que antiguamente los niños solían tomarla como merienda."
"Applin","https://static.wikia.nocookie.net/espokemon/images/f/f6/Applin.png/revision/latest/scale-to-width-down/270?cb=20191201130112","Tipo planta","Tipo dragón","Gula","","Applin parece estar basado en el estereotipo de las manzanas en cuyo interior se encuentran gusanos. En este caso, la parte posterior del gusano puede verse en su exterior. Los ojos de Applin se asemejan a hojas."
"Araquanid","https://static.wikia.nocookie.net/espokemon/images/5/5d/Araquanid.png/revision/latest/scale-to-width-down/350?cb=20161214001225","Tipo agua","Tipo bicho","Pompa","","Araquanid está basado en una araña de agua o puede que en una araña de mar. Araquanid propina cabezazos con su burbuja a sus enemigos. Los Pokémon de menor tamaño quedan atrapados en su interior y perecen ahogados. Sin embargo, es más atento de lo que parece con los suyos. Si encuentra a uno de los suyos débil o vulnerable, lo protege envolviéndolo con su burbuja."
"Arbok","https://static.wikia.nocookie.net/espokemon/images/4/4d/Arbok.png/revision/latest/scale-to-width-down/350?cb=20170615172348","Tipo veneno","","Intimidación","Mudar","Arbok es un Pokémon de tipo veneno introducido en la primera generación. Es la forma evolucionada de Ekans."
"Arcanine","https://static.wikia.nocookie.net/espokemon/images/5/50/Arcanine.png/revision/latest/scale-to-width-down/350?cb=20150621185018","Tipo fuego","","Intimidación","Absorbe fuego","Su nombre está formado por la unión de las palabras en inglés arcane (arcano), y canine (canino, familia a la que pertenecen los perros). Su nombre japonés, ウインディ Windy, procede de esa misma palaba en inglés. Esta significa ""ventoso"", haciendo referencia a la gran velocidad de este Pokémon, comparable con la rapidez de los grandes vientos."
"Arceus","https://static.wikia.nocookie.net/espokemon/images/9/96/Arceus.png/revision/latest/scale-to-width-down/350?cb=20150601113031","Tipo normal","","Multitipo","","Su nombre proviene de las palabras ""Ar"", que al revés es Ra (dios del Sol y creador egipcio), y de Zeus (el dios del cielo y el trueno en la mitología griega), por lo que hace referencia a ser un dios, o bien un ""dios creador"""
"Archen","https://static.wikia.nocookie.net/espokemon/images/9/90/Archen.png/revision/latest/scale-to-width-down/260?cb=20101219044432","Tipo roca","Tipo volador","Flaqueza","","Su nombre proviene de archaeopteryx, un tipo de aves primitivas que vivieron aproximadamente hace 170 y 150 millones de años."
"Archeops","https://static.wikia.nocookie.net/espokemon/images/8/8b/Archeops.png/revision/latest/scale-to-width-down/350?cb=20160831232514","Tipo roca","Tipo volador","Flaqueza","","Archeops es un Pokémon introducido en la quinta generación de tipo roca/volador. Es un Pokémon fósil y la forma evolucionada de Archen."
"Arctovish","https://static.wikia.nocookie.net/espokemon/images/d/db/Arctovish.png/revision/latest/scale-to-width-down/350?cb=20200713080915","Tipo agua","Tipo hielo","Absorbe agua","Mandíbula fuerte","Arctovish es una combinación de un Pokémon fósil híbrido pez-plesiosaurio."
"Arctozolt","https://static.wikia.nocookie.net/espokemon/images/7/77/Arctozolt.png/revision/latest/scale-to-width-down/350?cb=20200918094125","Tipo eléctrico","Tipo hielo","Absorbe electricidad","Entusiasmo","Arctozolt es un Pokémon amarillo y azul con una cresta puntiaguda y una nariz que moquea, similar a la nariz de Cubchoo. Su cabeza es amarilla con cinco picos y ojos siempre cerrados, con mejillas e interior de la boca azules. Sus manos cuelgan de un montón de nieve en la parte superior de su cuerpo."
"Ariados","https://static.wikia.nocookie.net/espokemon/images/2/29/Ariados.png/revision/latest/scale-to-width-down/350?cb=20170609194933","Tipo bicho","Tipo veneno","Enjambre","Insomnio","Ariados es un Pokémon de tipo bicho/veneno introducido en la segunda generación. Es la evolución de Spinarak."
"Armaldo","https://static.wikia.nocookie.net/espokemon/images/7/7b/Armaldo.png/revision/latest/scale-to-width-down/350?cb=20170615172733","Tipo roca","Tipo bicho","Armadura batalla","","Armaldo es un Pokémon de tipo roca/bicho introducido en la tercera generación. Es la evolución de Anorith y la contraparte de Cradily."
"Aromatisse","https://static.wikia.nocookie.net/espokemon/images/4/40/Aromatisse.png/revision/latest/scale-to-width-down/350?cb=20170615172909","Tipo hada","","Alma cura","","Aromatisse es un Pokémon de tipo hada introducido en la sexta generación. Es la forma evolucionada de Spritzee. Es la contraparte de Slurpuff."
"Aron","https://static.wikia.nocookie.net/espokemon/images/3/30/Aron.png/revision/latest/scale-to-width-down/260?cb=20080910094115","Tipo acero","Tipo roca","Cabeza roca","Robustez","Aron es un Pokémon de tipo acero/roca introducido en la tercera generación."
"Arrokuda","https://static.wikia.nocookie.net/espokemon/images/0/0f/Arrokuda.png/revision/latest/scale-to-width-down/350?cb=20200209112055","Tipo agua","","Nado rápido","","Está basado en una barracuda, conocida por su velocidad al nadar, su potente mandíbula y su ferocidad para atacar a sus presas."
"Articuno","https://static.wikia.nocookie.net/espokemon/images/5/52/Articuno.png/revision/latest/scale-to-width-down/350?cb=20160316192008","Tipo hielo","Tipo volador","Presión","","Articuno es un Pokémon legendario del tipo hielo/volador introducido en la primera generación. Es la primera de las tres aves legendarias, las otras son Zapdos y Moltres. En Pokémon Platino, Pokémon X y Pokémon Y es un Pokémon errante."
"Articuno de Galar","https://static.wikia.nocookie.net/espokemon/images/0/07/Articuno_de_Galar.png/revision/latest/scale-to-width-down/350?cb=20201009204920","Tipo psíquico","Tipo volador","Tenacidad","","El nombre de Articuno proviene del término en inglés arctic (ártico) y del número español uno. El nombre en japonés viene del inglés Freezer, que significa ""congelador""."
"Audino","https://static.wikia.nocookie.net/espokemon/images/e/ed/Audino.png/revision/latest/scale-to-width-down/350?cb=20141214184659","Tipo normal","","Alma cura","Regeneración","Audino es un Pokémon de tipo normal introducido en la quinta generación. A partir de Pokémon Rubí Omega y Pokémon Zafiro Alfa puede megaevolucionar en Mega-Audino."
"Aurorus","https://static.wikia.nocookie.net/espokemon/images/f/f0/Aurorus.png/revision/latest/scale-to-width-down/350?cb=20151124132428","Tipo roca","Tipo hielo","Piel helada","","Su nombre procede de la combinación de las palabras aurora y Amargasaurus"
"Avalugg","https://static.wikia.nocookie.net/espokemon/images/9/93/Avalugg.png/revision/latest/scale-to-width-down/260?cb=20131215200659","Tipo hielo","","Gélido","Ritmo propio","Avalugg es un Pokémon de tipo hielo introducido en la sexta generación. Es la evolución de Bergmite."
"Axew","https://static.wikia.nocookie.net/espokemon/images/6/62/Axew.png/revision/latest/scale-to-width-down/260?cb=20101114022936","Tipo dragón","","Rivalidad","Rompemoldes","Axew tiene la apariencia de un pequeño dinosaurio. Habita en cuevas, montañas, grutas y zonas de difícil acceso. Aplasta bayas con sus colmillos para comérselas. Sus grandes colmillos aún son frágiles y suelen partirse, pero estos se regeneran continuamente. Los nuevos que le crecen son cada vez más duros y resistentes, de manera que siempre están fuertes y afilados como cuchillas."
"Azelf","https://static.wikia.nocookie.net/espokemon/images/8/88/Azelf.png/revision/latest/scale-to-width-down/260?cb=20080905140426","Tipo psíquico","","Levitación","","Azelf procede de la combinación de las palabras inglesas azure (azur, color azul cielo), us (nosotros) y elf (elfo)."
"Azumarill","https://static.wikia.nocookie.net/espokemon/images/1/1a/Azumarill.png/revision/latest/scale-to-width-down/260?cb=20140207184412","Tipo agua","Tipo hada","Potencia","Sebo","Azumarill es un Pokémon de tipo agua/hada3 introducido en la segunda generación. Es la evolución de Marill."
"Azurill","https://static.wikia.nocookie.net/espokemon/images/c/ca/Azurill.png/revision/latest/scale-to-width-down/350?cb=20180813114549","Tipo normal","Tipo hada","Potencia","Sebo","Azurill es un Pokémon de tipo normal/hada1 introducido en la tercera generación. Es la preevolución de Marill, una cría Pokémon y un Pokémon adelantado."
"Bagon","https://static.wikia.nocookie.net/espokemon/images/9/9d/Bagon.png/revision/latest/scale-to-width-down/350?cb=20160703191317","Tipo dragón","","Cabeza roca","","Bagon es un Pokémon tipo dragón introducido en la tercera generación."
"Baltoy","https://static.wikia.nocookie.net/espokemon/images/f/fa/Baltoy.png/revision/latest/scale-to-width-down/350?cb=20170615173554","Tipo tierra","Tipo psíquico","Levitación","","Baltoy es un Pokémon de tipo tierra/psíquico introducido en la tercera generación."
"Banette","https://static.wikia.nocookie.net/espokemon/images/1/10/Banette.png/revision/latest/scale-to-width-down/350?cb=20170615173815","Tipo fantasma","","Insomnio","Cacheo","Banette es un Pokémon artificial de tipo fantasma introducido en la tercera generación. Es la forma evolucionada de Shuppet, a partir de la sexta generación puede megaevolucionar en Mega-Banette."
"Barbaracle","https://static.wikia.nocookie.net/espokemon/images/b/b4/Barbaracle.png/revision/latest/scale-to-width-down/350?cb=20170615174015","Tipo roca","Tipo agua","Francotirador","Garra dura","Barbaracle es un Pokémon de tipo roca/agua introducido en la sexta generación. Es la evolución de Binacle."
"Barboach","https://static.wikia.nocookie.net/espokemon/images/f/f3/Barboach.png/revision/latest/scale-to-width-down/350?cb=20170615174114","Tipo agua","Tipo tierra","Despiste","Anticipación","Barboach es un Pokémon de tipo agua/tierra introducido en la tercera generación."
"Barraskewda","https://static.wikia.nocookie.net/espokemon/images/2/20/Barraskewda.png/revision/latest/scale-to-width-down/350?cb=20200512135054","Tipo agua","","Nado rápido","","Barrasweda es un Pokémon de color marrón arenoso, con un cuerpo delgado."
"Basculegion","https://static.wikia.nocookie.net/espokemon/images/3/35/Basculegion.png/revision/latest/scale-to-width-down/350?cb=20210904210237","Tipo agua","Tipo fantasma","","","Basculegion es un Pokémon de tipo tipo agua/fantasma introducido en la octava generación."
"Basculin","https://static.wikia.nocookie.net/espokemon/images/9/9e/Basculin.png/revision/latest/scale-to-width-down/260?cb=20110312235324","Tipo agua","","Audaz","Cabeza roca","Basculin es un Pokémon de tipo agua introducido en la quinta generación."
"Bastiodon","https://static.wikia.nocookie.net/espokemon/images/f/f4/Bastiodon.png/revision/latest/scale-to-width-down/350?cb=20170615174247","Tipo roca","Tipo acero","Robustez","","Bastiodon es un Pokémon de tipo roca/acero introducido en la cuarta generación. Es la evolución de Shieldon. Su contraparte es Rampardos."
"Bayleef","https://static.wikia.nocookie.net/espokemon/images/1/1b/Bayleef.png/revision/latest/scale-to-width-down/260?cb=20140205222110","Tipo planta","","Espesura","","Su nombre proviene de las palabras bay (laurel) y leaf (hoja). Su nombre también puede provenir de un condimento que en inglés es Bayleaf."
"Beartic","https://static.wikia.nocookie.net/espokemon/images/b/b9/Beartic.png/revision/latest/scale-to-width-down/350?cb=20170615174436","Tipo hielo","","Manto níveo","Quitanieves","Beartic está basado en un oso polar grande. Beatic tiene una especie de ""barba"" de hielo. Tiene unas garras muy grandes que le sirven para muchos de sus ataques y tiene un pelaje muy espeso. Los Beartic no hibernan, están adaptados para aguantar frío ártico, por lo que no tiene la necesidad de dormirse."
"Beautifly","https://static.wikia.nocookie.net/espokemon/images/a/ae/Beautifly.png/revision/latest/scale-to-width-down/350?cb=20170615174640","Tipo bicho","Tipo volador","Enjambre","","Beautifly es un Pokémon de tipo bicho/volador introducido en la tercera generación. Evoluciona de Silcoon y es la contraparte de Dustox."
"Beedrill","https://static.wikia.nocookie.net/espokemon/images/0/0d/Beedrill.png/revision/latest/scale-to-width-down/350?cb=20141214194600","Tipo bicho","Tipo veneno","Enjambre","","Beedrill es un Pokémon de tipo bicho/veneno introducido en la primera generación. Es la evolución de Kakuna. A partir de Pokémon Rubí Omega y Pokémon Zafiro Alfa puede megaevolucionar en Mega-Beedrill. Es la contraparte de Butterfree."
"Beheeyem","https://static.wikia.nocookie.net/espokemon/images/a/a6/Beheeyem.png/revision/latest/scale-to-width-down/350?cb=20170615174834","Tipo psíquico","","Telepatía","Sincronía","Beheeyem es un Pokémon de tipo psíquico introducido en la quinta generación. Es la evolución de Elgyem."
"Beldum","https://static.wikia.nocookie.net/espokemon/images/f/f5/Beldum.png/revision/latest/scale-to-width-down/350?cb=20141214182626","Tipo acero","Tipo psíquico","Cuerpo puro","","Beldum es un Pokémon de tipo acero/psíquico introducido en la tercera generación."
"Bellossom","https://static.wikia.nocookie.net/espokemon/images/e/ed/Bellossom.png/revision/latest/scale-to-width-down/350?cb=20170615195809","Tipo planta","","Clorofila","","Bellossom es un Pokémon de tipo planta introducido en la segunda generación. Es una de las dos evoluciones de Gloom y la contraparte de Vileplume. Es un Pokémon adelantado."
"Bellsprout","https://static.wikia.nocookie.net/espokemon/images/d/d1/Bellsprout.png/revision/latest/scale-to-width-down/350?cb=20170615195943","Tipo planta","Tipo veneno","Clorofila","","Bellsprout es un Pokémon de tipo planta/veneno introducido en la primera generación. Es la contraparte de Oddish."
"Bergmite","https://static.wikia.nocookie.net/espokemon/images/e/e7/Bergmite.png/revision/latest/scale-to-width-down/350?cb=20160403204905","Tipo hielo","","Gélido","Ritmo propio","Bergmite es un Pokémon de tipo hielo introducido en la sexta generación."
"Bewear","https://static.wikia.nocookie.net/espokemon/images/0/04/Bewear.png/revision/latest/scale-to-width-down/350?cb=20160720220847","Tipo normal","Tipo lucha","Peluche","Zoquete","Bewear es un Pokémon de tipo normal/lucha introducido en la séptima generación. Es la evolución de Stufful."
"Bibarel","https://static.wikia.nocookie.net/espokemon/images/1/1a/Bibarel.png/revision/latest/scale-to-width-down/260?cb=20080715135647","Tipo normal","Tipo agua","Simple","Ignorante","Bibarel es un Pokémon de tipo normal/agua introducido en la cuarta generación. Es la evolución de Bidoof."
"Bidoof","https://static.wikia.nocookie.net/espokemon/images/b/b9/Bidoof.png/revision/latest/scale-to-width-down/260?cb=20080715135210","Tipo normal","","Simple","Ignorante","Bidoof es un Pokémon de tipo normal introducido en la cuarta generación."
"Binacle","https://static.wikia.nocookie.net/espokemon/images/e/e9/Binacle.png/revision/latest/scale-to-width-down/350?cb=20170615200152","Tipo roca","Tipo agua","Francotirador","Garra dura","Binacle es un Pokémon de tipo roca/agua introducido en la sexta generación."
"Bisharp","https://static.wikia.nocookie.net/espokemon/images/3/3c/Bisharp.png/revision/latest/scale-to-width-down/350?cb=20170615200615","Tipo siniestro","Tipo acero","Competitivo","Foco interno","Bisharp es un Pokémon de tipo siniestro/acero introducido en la quinta generación. Es la evolución de Pawniard."
"Blacephalon","https://static.wikia.nocookie.net/espokemon/images/d/d2/Blacephalon.png/revision/latest/scale-to-width-down/350?cb=20180728230402","Tipo fuego","Tipo fantasma","Ultraimpulso","","El UE Explosivo engaña a los rivales con sus contoneos y andares graciosos para que bajen la guardia mientras se acerca. ¡Entonces, de pronto, los deja conmocionados haciendo estallar su propia cabeza! Antes de que tengan tiempo a reaccionar, les roba la vitalidad, que según dicen usa como fuente de energía. Su cabeza está formada por un conjunto de curiosas chispas, y este Ultraente parece tener la increíble capacidad de separarla a voluntad del resto del cuerpo y hacerla estallar. 1"
"Blastoise","https://static.wikia.nocookie.net/espokemon/images/4/41/Blastoise.png/revision/latest/scale-to-width-down/260?cb=20140207202720","Tipo agua","","Torrente","","Blastoise es un Pokémon de tipo agua introducido en la primera generación. Es la evolución de Wartortle y, a partir de la sexta generación, puede megaevolucionar en Mega-Blastoise."
"Blaziken","https://static.wikia.nocookie.net/espokemon/images/a/ab/Blaziken.png/revision/latest/scale-to-width-down/350?cb=20141214180502","Tipo fuego","Tipo lucha","Mar llamas","","Blaziken es un Pokémon de tipo fuego/lucha introducido en la tercera generación. Es la evolución de Combusken. Se trata de un Pokémon adelantado, a partir de la sexta generación puede megaevolucionar en Mega-Blaziken."
"Blipbug","https://static.wikia.nocookie.net/espokemon/images/9/90/Blipbug.png/revision/latest/scale-to-width-down/350?cb=20200204152509","Tipo bicho","","Enjambre","Ojo compuesto","Blipbug tiene cinco segmentos corporales y está cubierto de setas sensibles que utiliza para recopilar información sobre su entorno. La mitad dorsal de su cabeza ovular es azul oscuro y la mitad ventral es beige. Los ojos grandes y reflectantes de Blipbug se asemejan a gafas. Tiene una boca pequeña y unas marcas en forma de cejas que le dan una expresión de sorpresa perpetua."
"Blissey","https://static.wikia.nocookie.net/espokemon/images/2/2a/Blissey.png/revision/latest/scale-to-width-down/350?cb=20151017014327","Tipo normal","","Cura natural","Dicha","Blissey es un Pokémon de tipo normal de la segunda generación. Es la evolución de Chansey. Se caracteriza por ser el Pokémon con las mayores estadísticas de puntos de salud."
"Blitzle","https://static.wikia.nocookie.net/espokemon/images/f/f9/Blitzle.png/revision/latest/scale-to-width-down/350?cb=20160625150820","Tipo eléctrico","","Pararrayos","Electromotor","Blitzle es un Pokémon tipo eléctrico introducido en la quinta generación."
"Boldore","https://static.wikia.nocookie.net/espokemon/images/5/56/Boldore.png/revision/latest/scale-to-width-down/260?cb=20101219054138","Tipo roca","","Robustez","Armadura frágil","El cuerpo de Boldore está formado por una roca de color azul oscuro. Posee tres cristales naranjas que le sirven de colmillos; y tres patas, cada una con un cristal del mismo color que le sirve para estabilizarse. Tiene cuatro cristales naranjas incrustados en su cabeza, en medio de la cual surge un borde alargado y rocoso que divide en dos hemisferios su cabeza y el hexágono amarillo que le funciona como órgano auditivo."
"Boltund","https://static.wikia.nocookie.net/espokemon/images/5/5e/Boltund.png/revision/latest/scale-to-width-down/350?cb=20200917175723","Tipo eléctrico","","Mandíbula fuerte","","Boltund puede canalizar la electricidad que genera en sus piernas para mantenerlas fuertes, aumentando su fuerza y permitiéndole correr sin parar durante tres días completos. Puede correr fácilmente a más de 50 millas por hora a máxima velocidad. Sirve como enemigo natural de Thievul."
"Bonsly","https://static.wikia.nocookie.net/espokemon/images/5/50/Bonsly.png/revision/latest/scale-to-width-down/260?cb=20080911162527","Tipo roca","","Cabeza roca","Robustez","Bonsly es un Pokémon bebé de tipo roca introducido en la cuarta generación. Es la preevolución de Sudowoodo, la contraparte de Mime Jr. y un Pokémon adelantado."
"Bouffalant","https://static.wikia.nocookie.net/espokemon/images/0/02/Bouffalant.png/revision/latest/scale-to-width-down/260?cb=20101219053200","Tipo normal","","Audaz","Herbívoro","Su nombre es la combinación de las palabras ""bouffant"": Palabra francesa que denota el estilo de corte de cabello que tiene, y ""buffalo"", búfalo en inglés. Su nombre en japonés proviene de la mezcla de buffalo (búfalo) y del katakana de afro (afuro)."
"Bounsweet","https://static.wikia.nocookie.net/espokemon/images/e/e2/Bounsweet.png/revision/latest/scale-to-width-down/350?cb=20160720214640","Tipo planta","","Defensa hoja","Despiste","Bounsweet está basado en un fruto conocido como mangostino, mangostán o jobo de la india, originario de Indonesia."
"Braixen","https://static.wikia.nocookie.net/espokemon/images/3/3e/Braixen.png/revision/latest/scale-to-width-down/350?cb=20150301005656","Tipo fuego","","Mar llamas","","Braixen es un Pokémon de tipo fuego introducido en la sexta generación. Es la evolución de Fennekin."
"Braviary","https://static.wikia.nocookie.net/espokemon/images/2/2c/Braviary.png/revision/latest/scale-to-width-down/350?cb=20160703190941","Tipo normal","Tipo volador","Vista lince","Potencia bruta","Está basado en una águila calva, lleva lo que parece ser un tocado indígena en su cabeza como los que usaban algunas tribus indígenas que vivieron en Norteamérica."
"Braviary de Hisui","https://static.wikia.nocookie.net/espokemon/images/c/c7/Braviary_de_Hisui.png/revision/latest/scale-to-width-down/350?cb=20210905140343","Tipo psíquico","Tipo volador","","","Braviary de Hisui es un Pokémon de tipo psíquico/volador introducido en la octava generación. Es la forma regional de Husui de Braviary."
"Breloom","https://static.wikia.nocookie.net/espokemon/images/3/39/Breloom.png/revision/latest/scale-to-width-down/350?cb=20170615200720","Tipo planta","Tipo lucha","Efec. espora","Antídoto","Breloom es un Pokémon de tipo planta/lucha introducido en la tercera generación. Es la evolución de Shroomish."
"Brionne","https://static.wikia.nocookie.net/espokemon/images/d/d3/Brionne.png/revision/latest/scale-to-width-down/350?cb=20161004221303","Tipo agua","","Torrente","","Brionne es un Pokémon de tipo agua introducido en la séptima generación. Es la evolución de Popplio."
"Bronzong","https://static.wikia.nocookie.net/espokemon/images/e/e8/Bronzong.png/revision/latest/scale-to-width-down/350?cb=20170615201000","Tipo acero","Tipo psíquico","Levitación","Ignífugo","Bronzong es un Pokémon de tipo acero/psíquico introducido en la cuarta generación. Es la evolución de Bronzor."
"Bronzor","https://static.wikia.nocookie.net/espokemon/images/1/19/Bronzor.png/revision/latest/scale-to-width-down/350?cb=20170615201530","Tipo acero","Tipo psíquico","Levitación","Ignífugo","Bronzor es un Pokémon de tipo acero/psíquico introducido en la cuarta generación."
"Bruxish","https://static.wikia.nocookie.net/espokemon/images/d/da/Bruxish.png/revision/latest/scale-to-width-down/350?cb=20160701140744","Tipo agua","Tipo psíquico","Cuerpo vívido","Mandíbula fuerte","Bruxish está basado en un pez ballesta, concretamente la especie hawaiana humuhumunukunukuāpuaʻa, los cuales son conocidos por sus potentes mordiscos. Posee un gran colorido, centrado principalmente en manchas de los tres colores primarios: cian, amarillo y magenta. Sin embargo, sus aletas y cola son de color morado. Encima de su cabeza posee una antena terminada en una especie de bulbo o capullo morado, capaz de abrirse como una flor cuando ataca. Posee una enorme boca con unos labios carnosos de color rosa. Su boca tiene unos grandes dientes muy afilados que muestra en todo momento."
"Budew","https://static.wikia.nocookie.net/espokemon/images/5/5d/Budew.png/revision/latest/scale-to-width-down/350?cb=20160703192814","Tipo planta","Tipo veneno","Cura natural","Punto tóxico","Su nombre viene de la composición de las palabras inglesas bud (capullo) y dew (rocío, las gotas de agua que se concentran al amanecer)."
"Buizel","https://static.wikia.nocookie.net/espokemon/images/b/ba/Buizel.png/revision/latest/scale-to-width-down/260?cb=20080911162613","Tipo agua","","Nado rápido","","Buizel proviene de la palabra en inglés buoy (Boya) weasel (comadreja)."
"Bulbasaur","https://static.wikia.nocookie.net/espokemon/images/4/43/Bulbasaur.png/revision/latest/scale-to-width-down/350?cb=20170120032346","Tipo planta","Tipo veneno","Espesura","","Bulbasaur es un Pokémon de tipo planta/veneno introducido en la primera generación. Es uno de los Pokémon iniciales que pueden elegir los entrenadores que empiezan su aventura en la región Kanto, junto a Squirtle y Charmander (excepto en Pokémon Amarillo). Destaca por ser el primer Pokémon de la Pokédex Nacional y la en la Pokédex de Kanto."
"Buneary","https://static.wikia.nocookie.net/espokemon/images/6/6e/Buneary.png/revision/latest/scale-to-width-down/350?cb=20160526024930","Tipo normal","","Fuga","Zoquete","Buneary es un Pokémon de tipo normal introducido en la cuarta generación."
